gene_id	ensembl_gene_id	gene_symbol	entrez_id	gene_name	deseq2_log2FC	deseq2_padj	deseq2_significant	limma_logFC	limma_AveExpr	limma_pvalue	limma_padj	limma_significant	both_tested	same_logfc_direction	both_significant	both_upregulated	both_downregulated	method_agreement
ENSG00000167900	ENSG00000167900	TK1	7083	thymidine kinase 1	3.1122522944589215	1.7653034212713795e-49	upregulated	2.9853286843705713	4.052464333344638	4.1439315526550146e-13	3.2136189190839637e-9	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000171848	ENSG00000171848	RRM2	6241	ribonucleotide reductase regulatory subunit M2	3.713343043955423	2.1525634017695462e-46	upregulated	3.545857628562925	4.594349249494009	5.063529400184706e-12	1.1219334428123542e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000166851	ENSG00000166851	PLK1	5347	polo like kinase 1	3.772785220470218	2.612176055351587e-46	upregulated	3.6473675006144815	2.3917986270678218	3.0253167012617055e-11	2.544740928077765e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000175063	ENSG00000175063	UBE2C	11065	ubiquitin conjugating enzyme E2 C	3.45925068751281	1.0227466888149057e-41	upregulated	3.297211644570505	2.1557285566560402	9.513752952270145e-11	4.310463157202417e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000145386	ENSG00000145386	CCNA2	890	cyclin A2	3.64084735444603	1.2126502048077035e-40	upregulated	3.4457924861257436	2.3883723913532897	1.5196570057840393e-9	2.1778797066911308e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000111206	ENSG00000111206	FOXM1	2305	forkhead box M1	2.9818712416966795	1.998680164996232e-40	upregulated	2.856850077838925	1.7519609242232859	2.8805531025194492e-12	8.935475724015331e-9	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000165949	ENSG00000165949	IFI27	3429	interferon alpha inducible protein 27	8.550506750838599	2.1914415657063247e-40	upregulated	7.061526125459039	3.3802195507547217	2.3804394237246768e-5	2.824836684159888e-4	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000088325	ENSG00000088325	TPX2	22974	TPX2 microtubule nucleation factor	3.062140267801749	2.1914415657063247e-40	upregulated	2.915403293823691	3.0116467765316024	5.480258564609236e-11	3.269185012964971e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000178999	ENSG00000178999	AURKB	9212	aurora kinase B	3.108790120979148	2.7122889955828235e-39	upregulated	2.9690445057991774	2.0715317762336345	1.201761915912831e-10	4.905086135738949e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000117399	ENSG00000117399	CDC20	991	cell division cycle 20	3.547421347657454	1.3691281103432886e-38	upregulated	3.4839228839190826	2.755704772141464	1.612139630152426e-10	5.304493265277572e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000123485	ENSG00000123485	HJURP	55355	Holliday junction recognition protein	3.1283766101184445	2.160475203707779e-37	upregulated	3.066314330483824	1.6022779158202223	1.129690815353184e-11	1.752150454612788e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000127564	ENSG00000127564	PKMYT1	9088	protein kinase, membrane associated tyrosine/threonine 1	3.108810154200935	2.6445958271581223e-36	upregulated	2.9631297004453065	2.0120283444288245	4.0843604125877383e-11	2.8794740908743556e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000148773	ENSG00000148773	MKI67	4288	marker of proliferation Ki-67	3.0556456425091083	5.052337849820699e-36	upregulated	2.9698864324656578	4.293176044551795	2.2492363490861414e-11	2.32571038495507e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211950	ENSG00000211950	IGHV1-24	28467	immunoglobulin heavy variable 1-24	5.68770297323546	5.959025203140327e-36	upregulated	5.170053219711732	3.8981952597503913	1.6189927749684885e-8	1.216547465473544e-6	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000089685	ENSG00000089685	BIRC5	332	baculoviral IAP repeat containing 5	3.72383779373672	8.654640064362069e-36	upregulated	3.5415818978300937	2.675992467903897	7.108730171202033e-9	6.60217993744572e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000090889	ENSG00000090889	KIF4A	24137	kinesin family member 4A	3.4043558516809695	9.485546435631372e-36	upregulated	3.3783097180573214	0.7220928699892424	5.333058926315956e-11	3.269185012964971e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000171241	ENSG00000171241	SHCBP1	79801	SHC binding and spindle associated 1	3.1003162278913727	1.171820925358136e-35	upregulated	2.961242880840051	2.7587765487378753	1.2761069633792065e-10	5.072783689515512e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000143476	ENSG00000143476	DTL	51514	denticleless E3 ubiquitin protein ligase homolog	3.0529536933052928	7.743878552839589e-35	upregulated	2.927426808688043	2.3037907850045984	8.209475418255772e-11	4.244298791238234e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000170476	ENSG00000170476	MZB1	51237	marginal zone B and B1 cell specific protein	3.546154084076947	7.743878552839589e-35	upregulated	3.4246422854565663	5.741866219942334	1.6919273288586467e-11	2.186816072549801e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000066279	ENSG00000066279	ASPM	259266	assembly factor for spindle microtubules	2.865410893390832	9.863181775610507e-35	upregulated	2.7851108147719015	1.6743419475391685	4.907392944697507e-12	1.1219334428123542e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000224373	ENSG00000224373	IGHV4-59	28392	immunoglobulin heavy variable 4-59	3.685441520881347	1.1051136077710886e-34	upregulated	3.606143469351423	4.843860358535107	1.2236924607128381e-9	1.9171181884501128e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000169679	ENSG00000169679	BUB1	699	BUB1 mitotic checkpoint serine/threonine kinase	3.0137780703388537	1.021986592699296e-33	upregulated	2.863605794086071	3.0388702451259095	2.701835235334511e-10	7.107309091180804e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000276043	ENSG00000276043	UHRF1	29128	ubiquitin like with PHD and ring finger domains 1	2.7008141607451144	2.1675421835647475e-33	upregulated	2.519945690856971	3.167235618421468	1.5960318042726944e-10	5.304493265277572e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000184357	ENSG00000184357	H1-5	3009	H1.5 linker histone, cluster member	3.1573263085380323	2.102584770111859e-32	upregulated	2.9815806780971	1.2078903708672495	1.3710083282525484e-10	5.072783689515512e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000157456	ENSG00000157456	CCNB2	9133	cyclin B2	3.3099844748453098	3.405282088716123e-31	upregulated	3.2599245082732002	2.211588100455863	4.115885355782639e-10	9.672330586089201e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000167513	ENSG00000167513	CDT1	81620	chromatin licensing and DNA replication factor 1	2.6794793793643934	3.9103401076283032e-31	upregulated	2.606900188799469	1.9392176257874312	9.219781096281647e-11	4.310463157202417e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211896	ENSG00000211896	IGHG1	3500	immunoglobulin heavy constant gamma 1 (G1m marker)	5.138355737315439	8.098746785222426e-31	upregulated	5.234464342953397	9.403227831038638	8.208449833762401e-13	3.871468052704879e-9	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000112984	ENSG00000112984	KIF20A	10112	kinesin family member 20A	3.380532870518873	2.2934903948638232e-30	upregulated	3.1753266326216267	1.0156787678971406	4.601397588708863e-10	1.0484116581011367e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000135476	ENSG00000135476	ESPL1	9700	extra spindle pole bodies like 1, separase	2.719038726249161	2.2934903948638232e-30	upregulated	2.7883560695713188	1.358592925803228	9.984443720708907e-13	3.871468052704879e-9	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000187837	ENSG00000187837	H1-2	3006	H1.2 linker histone, cluster member	1.7791348199876558	5.9989163585727695e-30	upregulated	1.735879277200226	4.4199041190000035	3.974728193260829e-13	3.2136189190839637e-9	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000131747	ENSG00000131747	TOP2A	7153	DNA topoisomerase II alpha	3.059314733060484	1.5335481989996907e-29	upregulated	3.040732751631453	3.651986402380815	4.8590524149328333e-11	3.269185012964971e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000065328	ENSG00000065328	MCM10	55388	minichromosome maintenance 10 replication initiation factor	3.3919081018333586	2.609759424674276e-29	upregulated	3.2967189828024197	1.5389432559194127	5.732434048534726e-9	5.55687825579835e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000101057	ENSG00000101057	MYBL2	4605	MYB proto-oncogene like 2	3.315228648121862	3.1073615358072086e-29	upregulated	3.3956008887342652	4.865826543165534	3.117348654640718e-11	2.544740928077765e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000131153	ENSG00000131153	GINS2	51659	GINS complex subunit 2	2.6994562889858984	3.8949998876695255e-29	upregulated	2.6025017352961237	2.1579867663282393	2.535822820273684e-10	6.900107358323655e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000122952	ENSG00000122952	ZWINT	11130	ZW10 interacting kinetochore protein	2.2718319844592463	7.387238157828101e-29	upregulated	2.1520722706193665	3.710049975702194	2.3730338040645025e-10	6.572456125185792e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211945	ENSG00000211945	IGHV1-18	28468	immunoglobulin heavy variable 1-18	3.542766988412914	1.6317793409890612e-28	upregulated	3.571164906130026	4.795988973461869	3.740965253496744e-10	9.065995481521016e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000075218	ENSG00000075218	GTSE1	51512	G2 and S-phase expressed 1	2.99769944453504	2.665720452831695e-28	upregulated	2.888642082703164	0.9716422013048335	6.672673611791729e-10	1.277693428628268e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000115163	ENSG00000115163	CENPA	1058	centromere protein A	3.4859958383491145	3.0385698586685047e-28	upregulated	3.3215259868766203	0.14286229710948	9.727028401165995e-11	4.310463157202417e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000184661	ENSG00000184661	CDCA2	157313	cell division cycle associated 2	3.2669704454049655	7.964769088402909e-28	upregulated	3.2554964018255346	1.0638692012994806	1.0514811042595656e-9	1.716681255480617e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000146670	ENSG00000146670	CDCA5	113130	cell division cycle associated 5	2.7587617163375495	8.864759242478374e-28	upregulated	2.7802524692219186	2.010730337273924	2.160357748935013e-11	2.32571038495507e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000092853	ENSG00000092853	CLSPN	63967	claspin	2.539679397519341	1.0663887686995451e-27	upregulated	2.4565181723733165	1.8664931569371264	1.3736745000622278e-10	5.072783689515512e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000138180	ENSG00000138180	CEP55	55165	centrosomal protein 55	3.344593212619552	1.1750721712260909e-27	upregulated	3.261180871672098	1.0981256513789577	7.983593745041805e-10	1.4232820573057288e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000126787	ENSG00000126787	DLGAP5	9787	DLG associated protein 5	3.686525937045351	1.2655282982857636e-27	upregulated	3.830314514076436	1.2704661078189499	2.5586607374917807e-9	3.128621624972677e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000109805	ENSG00000109805	NCAPG	64151	non-SMC condensin I complex subunit G	3.107592963845192	1.458982167439941e-27	upregulated	3.0449252655850128	1.5852786688511171	5.698024611885205e-10	1.1911399770839e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000156970	ENSG00000156970	BUB1B	701	BUB1 mitotic checkpoint serine/threonine kinase B	2.681712666519338	5.799348976307951e-27	upregulated	2.6419193539483428	1.4633766437700542	7.456014155865779e-11	4.130099269909937e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211962	ENSG00000211962	IGHV1-46	28465	immunoglobulin heavy variable 1-46	3.4090516359157563	6.3234574224882805e-27	upregulated	3.410635256646997	4.839450298805319	1.8505912045693055e-9	2.4532196224675155e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000142945	ENSG00000142945	KIF2C	11004	kinesin family member 2C	2.795536117179117	1.2423696757881883e-26	upregulated	2.7682345591531208	1.94807616903659	1.5445376298027637e-10	5.304493265277572e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000135451	ENSG00000135451	TROAP	10024	trophinin associated protein	3.3017823798497976	1.4864265139055242e-26	upregulated	3.253682231213828	0.9142605213988715	2.046110200997108e-10	6.102917157204835e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000093009	ENSG00000093009	CDC45	8318	cell division cycle 45	2.9142240414150105	2.1629835686991932e-26	upregulated	2.745613732032426	1.9310088915305272	5.632995360035223e-9	5.494827549317378e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000183010	ENSG00000183010	PYCR1	5831	pyrroline-5-carboxylate reductase 1	3.0604972606881407	2.9087507418618567e-26	upregulated	2.982481724113653	1.462492803729553	5.040316299375075e-9	4.947804164766292e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000072571	ENSG00000072571	HMMR	3161	hyaluronan mediated motility receptor	2.814452538247086	2.922844255164934e-26	upregulated	2.710991970069778	0.7967856099885682	3.411644991579862e-11	2.6457306909701833e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000094804	ENSG00000094804	CDC6	990	cell division cycle 6	2.8250298685822046	4.2266966482166917e-26	upregulated	2.8027041742562915	2.009315295488232	8.078843431366054e-10	1.423694254860982e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000237649	ENSG00000237649	KIFC1	3833	kinesin family member C1	2.591562521882121	4.978054243103662e-26	upregulated	2.51813132548894	1.6002912165912242	1.6416226739737167e-10	5.304493265277572e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000129538	ENSG00000129538	RNASE1	6035	ribonuclease A family member 1, pancreatic	4.9613604302032055	4.994405235501795e-26	upregulated	4.496098695900697	2.1470947577111956	1.0660306777293977e-6	2.7284052494361317e-5	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000099958	ENSG00000099958	DERL3	91319	derlin 3	2.6042851705552037	6.089685035620133e-26	upregulated	2.5334362802202977	2.449301269270152	5.343589407916396e-10	1.1353297495449767e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211592	ENSG00000211592	IGKC	3514	immunoglobulin kappa constant	3.0238473710018328	1.0722263152153936e-25	upregulated	3.0030210559187154	10.40451476974174	3.808181101806217e-11	2.8126137566197348e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000176890	ENSG00000176890	TYMS	7298	thymidylate synthetase	2.8533706968378953	1.0722263152153936e-25	upregulated	2.6320136486840786	1.3839810258180145	9.157272194821995e-9	7.761163483152411e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211956	ENSG00000211956	IGHV4-34	28395	immunoglobulin heavy variable 4-34	4.1311233854071325	1.1450818745177396e-25	upregulated	3.906435988098816	5.991117359557239	2.1048911252559898e-10	6.159785160890641e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000085999	ENSG00000085999	RAD54L	8438	RAD54 like	2.7557555057268286	1.1826074643906452e-25	upregulated	2.6674702810882907	0.5213387607712763	5.907835424068606e-11	3.3937232380482994e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000071539	ENSG00000071539	TRIP13	9319	thyroid hormone receptor interactor 13	2.9459835671946952	1.8336192644193845e-25	upregulated	2.7248599987123225	1.6507360255124983	9.648763623140073e-9	8.002798063898531e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000143603	ENSG00000143603	KCNN3	3782	potassium calcium-activated channel subfamily N member 3	3.840966984795551	2.4844146937798318e-25	upregulated	3.854451035787393	0.7967373517534329	5.024216272809907e-9	4.947804164766292e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000121152	ENSG00000121152	NCAPH	23397	non-SMC condensin I complex subunit H	1.9471283588616652	1.4182061601310084e-24	upregulated	1.8813957631761722	2.4748476098794647	8.728814569634128e-11	4.3031297905205346e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000111665	ENSG00000111665	CDCA3	83461	cell division cycle associated 3	2.309571632415088	1.5800423839493164e-24	upregulated	2.200783588398838	1.5603620719823874	9.74076072352593e-10	1.6245075142138404e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211679	ENSG00000211679	IGLC3	3539	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	3.499516509123214	1.5800423839493164e-24	upregulated	3.3408357770760393	7.543430317410855	7.998029929731886e-11	4.244298791238234e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000132465	ENSG00000132465	JCHAIN	3512	joining chain of multimeric IgA and IgM	3.442409640755586	2.8906058719167183e-24	upregulated	3.391780114946596	7.698135868222484	8.878153017192592e-11	4.3031297905205346e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000007968	ENSG00000007968	E2F2	1870	E2F transcription factor 2	1.740799721365731	5.849764553983963e-24	upregulated	1.689403576682293	4.041070357337489	1.5562523195508133e-11	2.186816072549801e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000164045	ENSG00000164045	CDC25A	993	cell division cycle 25A	2.9747769668910844	9.231987013934181e-24	upregulated	2.959899788601624	0.17383790629822732	8.391551839690616e-10	1.4461441003733497e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000011426	ENSG00000011426	ANLN	54443	anillin, actin binding protein	2.7520984374599364	1.281561862216018e-23	upregulated	2.579696559978485	0.9441510109710026	2.137556251923021e-9	2.69540629815659e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000111291	ENSG00000111291	GPRC5D	55507	G protein-coupled receptor class C group 5 member D	3.2829800590470692	2.029226921101733e-23	upregulated	3.2646687953447535	0.1232106357550097	1.7369933161088373e-10	5.388153266569613e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000161888	ENSG00000161888	SPC24	147841	SPC24 component of NDC80 kinetochore complex	2.8190513322002726	2.6031624499642455e-23	upregulated	2.686289943857084	0.5879036871778341	1.7362834911173602e-10	5.388153266569613e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000100526	ENSG00000100526	CDKN3	1033	cyclin dependent kinase inhibitor 3	2.6473629049133516	4.733862556212266e-23	upregulated	2.55246519276674	1.708879234089148	1.1557222190555624e-9	1.867213710161643e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000017483	ENSG00000017483	SLC38A5	92745	solute carrier family 38 member 5	1.4995852294005738	4.979802552603115e-23	upregulated	1.457547281720994	4.917927212493293	5.387720832690283e-11	3.269185012964971e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000239264	ENSG00000239264	TXNDC5	81567	thioredoxin domain containing 5	2.483105643532165	5.091501815541049e-23	upregulated	2.3077347138066546	3.308513199037569	1.1905503166452191e-8	9.469454057008896e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000169607	ENSG00000169607	CKAP2L	150468	cytoskeleton associated protein 2 like	3.0681076490735366	5.836449343353664e-23	upregulated	2.990187787748904	0.5343026222120875	4.4263891217714626e-9	4.5166641630707484e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000244437	ENSG00000244437	IGKV3-15	28913	immunoglobulin kappa variable 3-15	3.173432306177746	6.72234846592661e-23	upregulated	3.105843383594525	5.7481995427228405	5.211951444679022e-10	1.1227412070412727e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000051180	ENSG00000051180	RAD51	5888	RAD51 recombinase	2.4142445475329133	6.72234846592661e-23	upregulated	2.3478631113644326	2.0715411628397398	2.768731295213977e-9	3.278093312119754e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000154839	ENSG00000154839	SKA1	220134	spindle and kinetochore associated complex subunit 1	2.904335700774256	9.32337880281811e-23	upregulated	2.7043261356888024	0.8443713299114338	5.695258592272339e-8	3.2004877089182604e-6	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000051341	ENSG00000051341	POLQ	10721	DNA polymerase theta	2.0836280094562367	1.1006726433740484e-22	upregulated	2.033181978378285	1.804778438681997	2.703618545323452e-10	7.107309091180804e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000165480	ENSG00000165480	SKA3	221150	spindle and kinetochore associated complex subunit 3	3.147166473849268	1.1006726433740484e-22	upregulated	3.109637993681241	0.8547358109523184	2.636225205391164e-9	3.1943635105950746e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000223350	ENSG00000223350	IGLV9-49	28773	immunoglobulin lambda variable 9-49	4.16359568532477	1.1984048047040302e-22	upregulated	3.9375459034009324	2.322226538486086	3.760640695942603e-6	7.147982499273256e-5	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000138160	ENSG00000138160	KIF11	3832	kinesin family member 11	2.2038517759625464	1.3595974339115348e-22	upregulated	2.080539567127532	3.0021714383049534	1.7216922869597861e-9	2.3287253440484692e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211666	ENSG00000211666	IGLV2-14	28815	immunoglobulin lambda variable 2-14	3.165267625501096	1.8523619174672656e-22	upregulated	3.160809332029962	6.26428843519159	5.759864492668762e-10	1.1911399770839e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211659	ENSG00000211659	IGLV3-25	28793	immunoglobulin lambda variable 3-25	4.330740476513605	2.398940123660703e-22	upregulated	4.399336481251972	5.80239564191255	7.689779813278329e-10	1.4031586459287868e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000171320	ENSG00000171320	ESCO2	157570	establishment of sister chromatid cohesion N-acetyltransferase 2	2.505245912621133	2.7231438874850373e-22	upregulated	2.3838577328606974	0.554021476658092	3.38776409401283e-10	8.596147573939012e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000165304	ENSG00000165304	MELK	9833	maternal embryonic leucine zipper kinase	2.991657938243917	2.7431532922531476e-22	upregulated	3.0316002841578378	1.0376307390557888	1.4343039257490614e-9	2.0986843290913152e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000048462	ENSG00000048462	TNFRSF17	608	TNF receptor superfamily member 17	3.2547953331703843	4.27974164412385e-22	upregulated	3.2402067144397595	2.9089438406301684	6.646759413404552e-8	3.5920292160942373e-6	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000163808	ENSG00000163808	KIF15	56992	kinesin family member 15	2.310600882382641	5.327181543461941e-22	upregulated	2.1954857507660632	1.8551494941918707	2.0201380033823335e-9	2.611028369371666e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000134057	ENSG00000134057	CCNB1	891	cyclin B1	2.177098680345583	5.670161179410464e-22	upregulated	2.039301112352441	2.9923979305037216	1.070578333909188e-8	8.739299978385003e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000137563	ENSG00000137563	GGH	8836	gamma-glutamyl hydrolase	2.3045257634070877	8.253354142697672e-22	upregulated	2.1297586473677734	2.6335167989596147	6.913694138360767e-9	6.459722655781656e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000178445	ENSG00000178445	GLDC	2731	glycine decarboxylase	3.7084209225328264	1.037537512833054e-21	upregulated	3.5412720601738843	1.8164015778178992	7.842283774805529e-7	2.199526606640755e-5	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000164087	ENSG00000164087	POC1A	25886	POC1 centriolar protein A	1.5755206771899362	1.3955852664668835e-21	upregulated	1.5131633615079045	2.291556449816135	1.0768868900478385e-10	4.6395876846227704e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000165409	ENSG00000165409	TSHR	7253	thyroid stimulating hormone receptor	2.33920031241754	1.4024011062797266e-21	upregulated	2.296636976971408	0.24388077213973175	2.6587964682144877e-11	2.544740928077765e-8	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211598	ENSG00000211598	IGKV4-1	28908	immunoglobulin kappa variable 4-1	2.994666161123103	2.3220356450655915e-21	upregulated	3.0673411769350505	6.83662447374241	4.850328224805446e-10	1.074694153810464e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000211955	ENSG00000211955	IGHV3-33	28434	immunoglobulin heavy variable 3-33	3.329403559413705	2.76738995542933e-21	upregulated	3.25380099534069	5.024390811142426	8.236936590398804e-8	4.202463372272548e-6	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000143228	ENSG00000143228	NUF2	83540	NUF2 component of NDC80 kinetochore complex	2.0257444926066213	3.0246674185482018e-21	upregulated	1.9566634945413066	1.3800269640806415	4.620830030492941e-10	1.0484116581011367e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
ENSG00000118193	ENSG00000118193	KIF14	9928	kinesin family member 14	2.505478510301428	6.827888425114956e-21	upregulated	2.4163431052118027	0.5535297744366123	6.159846113718119e-10	1.235235891139304e-7	upregulated	TRUE	TRUE	TRUE	TRUE	FALSE	both_upregulated
