gene_id	ensembl_gene_id	gene_symbol	entrez_id	gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj	significant
ENSG00000167900	ENSG00000167900	TK1	7083	thymidine kinase 1	463.6970327066684	3.1122522944589215	0.20416529995754457	1.1381711291240359e-53	1.7653034212713795e-49	upregulated
ENSG00000171848	ENSG00000171848	RRM2	6241	ribonucleotide reductase regulatory subunit M2	848.028228811473	3.713343043955423	0.2524265880163579	2.775710382681556e-50	2.1525634017695462e-46	upregulated
ENSG00000166851	ENSG00000166851	PLK1	5347	polo like kinase 1	185.8299427570159	3.772785220470218	0.2570003281210797	5.052564903968254e-50	2.612176055351587e-46	upregulated
ENSG00000175063	ENSG00000175063	UBE2C	11065	ubiquitin conjugating enzyme E2 C	141.78225285882635	3.45925068751281	0.24847060842844465	2.6376445875303844e-45	1.0227466888149061e-41	upregulated
ENSG00000145386	ENSG00000145386	CCNA2	890	cyclin A2	180.14011019396384	3.64084735444603	0.26515361599293774	3.9092527556663555e-44	1.2126502048077035e-40	upregulated
ENSG00000111206	ENSG00000111206	FOXM1	2305	forkhead box M1	90.22473201070602	2.9818712416966795	0.2179145703009026	7.731838162461245e-44	1.998680164996232e-40	upregulated
ENSG00000165949	ENSG00000165949	IFI27	3429	interferon alpha inducible protein 27	3924.850507470494	8.550506750838599	0.6258994074174159	1.0359158045427832e-43	2.1914415657063247e-40	upregulated
ENSG00000088325	ENSG00000088325	TPX2	22974	TPX2 microtubule nucleation factor	225.8004877919205	3.062140267801749	0.2243027405461739	1.1303373646454284e-43	2.1914415657063247e-40	upregulated
ENSG00000178999	ENSG00000178999	AURKB	9212	aurora kinase B	118.82759812767368	3.108790120979148	0.23103194100941163	1.573862086411696e-42	2.7122889955828235e-39	upregulated
ENSG00000117399	ENSG00000117399	CDC20	991	cell division cycle 20	227.9995481254343	3.547421347657454	0.26615697039169955	8.827389492864529e-42	1.3691281103432886e-38	upregulated
ENSG00000123485	ENSG00000123485	HJURP	55355	Holliday junction recognition protein	86.74024627482258	3.1283766101184445	0.2384474843433147	1.5322519175232474e-40	2.160475203707779e-37	upregulated
ENSG00000127564	ENSG00000127564	PKMYT1	9088	protein kinase, membrane associated tyrosine/threonine 1	115.09823259471308	3.108810154200935	0.240653877125016	2.0461089571822996e-39	2.6445958271581223e-36	upregulated
ENSG00000148773	ENSG00000148773	MKI67	4288	marker of proliferation Ki-67	560.3976403171973	3.0556456425091083	0.23745225854194468	4.2347125756072906e-39	5.052337849820699e-36	upregulated
ENSG00000211950	ENSG00000211950	IGHV1-24	28467	immunoglobulin heavy variable 1-24	1310.84767153997	5.68770297323546	0.4430890650035972	5.37887510277012e-39	5.959025203140327e-36	upregulated
ENSG00000089685	ENSG00000089685	BIRC5	332	baculoviral IAP repeat containing 5	234.69319771783228	3.72383779373672	0.29077405728903677	8.370058089325017e-39	8.654640064362069e-36	upregulated
ENSG00000090889	ENSG00000090889	KIF4A	24137	kinesin family member 4A	52.93257083547675	3.4043558516809695	0.26573416360287155	9.78521876016131e-39	9.485546435631372e-36	upregulated
ENSG00000171241	ENSG00000171241	SHCBP1	79801	SHC binding and spindle associated 1	195.11625906669417	3.1003162278913727	0.2426644283884184	1.2843943089031795e-38	1.171820925358136e-35	upregulated
ENSG00000143476	ENSG00000143476	DTL	51514	denticleless E3 ubiquitin protein ligase homolog	139.69430100015057	3.0529536933052928	0.24195651582840869	9.48637604796597e-38	7.743878552839589e-35	upregulated
ENSG00000170476	ENSG00000170476	MZB1	51237	marginal zone B and B1 cell specific protein	1864.6532808712916	3.546154084076947	0.2811106964636867	9.247354831654704e-38	7.743878552839589e-35	upregulated
ENSG00000066279	ENSG00000066279	ASPM	259266	assembly factor for spindle microtubules	83.98052212222613	2.865410893390832	0.22730792519004897	1.2718480690664742e-37	9.863181775610507e-35	upregulated
ENSG00000224373	ENSG00000224373	IGHV4-59	28392	immunoglobulin heavy variable 4-59	1059.6279643592256	3.685441520881347	0.2929743514210847	1.4962853490130794e-37	1.1051136077710886e-34	upregulated
ENSG00000169679	ENSG00000169679	BUB1	699	BUB1 mitotic checkpoint serine/threonine kinase	232.17400322357452	3.0137780703388537	0.24304565489032495	1.449626372623115e-36	1.021986592699296e-33	upregulated
ENSG00000276043	ENSG00000276043	UHRF1	29128	ubiquitin like with PHD and ring finger domains 1	227.5298664660977	2.7008141607451144	0.2188959418385504	3.2142791890386326e-36	2.1675421835647475e-33	upregulated
ENSG00000184357	ENSG00000184357	H1-5	3009	H1.5 linker histone, cluster member	67.26375827791337	3.1573263085380323	0.25973057672415056	3.2535160852794727e-35	2.102584770111859e-32	upregulated
ENSG00000157456	ENSG00000157456	CCNB2	9133	cyclin B2	147.51217682814686	3.3099844748453098	0.27776769199775403	5.488849272592075e-34	3.405282088716123e-31	upregulated
ENSG00000167513	ENSG00000167513	CDT1	81620	chromatin licensing and DNA replication factor 1	96.4358787242481	2.6794793793643934	0.22509431665849933	6.555051115302119e-34	3.9103401076283032e-31	upregulated
ENSG00000211896	ENSG00000211896	IGHG1	3500	immunoglobulin heavy constant gamma 1 (G1m marker)	47300.98908219396	5.138355737315439	0.4342564884897314	1.4098398658994551e-33	8.098746785222426e-31	upregulated
ENSG00000112984	ENSG00000112984	KIF20A	10112	kinesin family member 20A	64.67682005801578	3.380532870518873	0.28760681208285316	4.287164303349048e-33	2.2934903948638232e-30	upregulated
ENSG00000135476	ENSG00000135476	ESPL1	9700	extra spindle pole bodies like 1, separase	65.63631353604791	2.719038726249161	0.231323318215382	4.288279913027136e-33	2.2934903948638232e-30	upregulated
ENSG00000187837	ENSG00000187837	H1-2	3006	H1.2 linker histone, cluster member	419.0138746015347	1.7791348199876558	0.1523828114686381	1.160331984250052e-32	5.9989163585727695e-30	upregulated
ENSG00000131747	ENSG00000131747	TOP2A	7153	DNA topoisomerase II alpha	371.1652073730015	3.059314733060484	0.26430678254013634	3.065118901933619e-32	1.533548198999691e-29	upregulated
ENSG00000065328	ENSG00000065328	MCM10	55388	minichromosome maintenance 10 replication initiation factor	96.20994238001822	3.3919081018333586	0.2940612543451892	5.384416607967558e-32	2.609759424674276e-29	upregulated
ENSG00000101057	ENSG00000101057	MYBL2	4605	MYB proto-oncogene like 2	959.829616521588	3.315228648121862	0.28811905094782864	6.611407522994061e-32	3.1073615358072086e-29	upregulated
ENSG00000131153	ENSG00000131153	GINS2	51659	GINS complex subunit 2	114.1908757073998	2.6994562889858984	0.23489152299205068	8.53836210062952e-32	3.8949998876695255e-29	upregulated
ENSG00000122952	ENSG00000122952	ZWINT	11130	ZW10 interacting kinetochore protein	294.2025148432771	2.2718319844592463	0.19864345467614777	1.6670105449644326e-31	7.387238157828101e-29	upregulated
ENSG00000211945	ENSG00000211945	IGHV1-18	28468	immunoglobulin heavy variable 1-18	1013.105646182788	3.542766988412914	0.31200793834240215	3.787495569026834e-31	1.6317793409890612e-28	upregulated
ENSG00000075218	ENSG00000075218	GTSE1	51512	G2 and S-phase expressed 1	55.01533359237482	2.99769944453504	0.26478095041150274	6.359229964846726e-31	2.665720452831695e-28	upregulated
ENSG00000115163	ENSG00000115163	CENPA	1058	centromere protein A	35.86770215811476	3.4859958383491145	0.3079877943644206	7.4445941089234795e-31	3.0385698586685047e-28	upregulated
ENSG00000184661	ENSG00000184661	CDCA2	157313	cell division cycle associated 2	66.15857050305495	3.2669704454049655	0.2912538607196494	2.0027465792889327e-30	7.964769088402909e-28	upregulated
ENSG00000146670	ENSG00000146670	CDCA5	113130	cell division cycle associated 5	106.53068661784908	2.7587617163375495	0.24622892446890032	2.2862048336501287e-30	8.864759242478374e-28	upregulated
ENSG00000092853	ENSG00000092853	CLSPN	63967	claspin	88.49287503688731	2.539679397519341	0.2270669430470947	2.8189516129388358e-30	1.0663887686995451e-27	upregulated
ENSG00000138180	ENSG00000138180	CEP55	55165	centrosomal protein 55	69.57904239992794	3.344593212619552	0.2991550767501029	3.1820136164729724e-30	1.1750721712260909e-27	upregulated
ENSG00000126787	ENSG00000126787	DLGAP5	9787	DLG associated protein 5	94.34401638279432	3.686525937045351	0.33007516974327433	3.5085568553377066e-30	1.2655282982857636e-27	upregulated
ENSG00000109805	ENSG00000109805	NCAPG	64151	non-SMC condensin I complex subunit G	89.61039347957114	3.107592963845192	0.2787276392329328	4.138956503375719e-30	1.458982167439941e-27	upregulated
ENSG00000156970	ENSG00000156970	BUB1B	701	BUB1 mitotic checkpoint serine/threonine kinase B	70.40442251852478	2.681712666519338	0.24328615534735223	1.6825964147895406e-29	5.799348976307951e-27	upregulated
ENSG00000211962	ENSG00000211962	IGHV1-46	28465	immunoglobulin heavy variable 1-46	1000.4414532814252	3.4090516359157563	0.3095624241742535	1.8754290227882715e-29	6.3234574224882805e-27	upregulated
ENSG00000142945	ENSG00000142945	KIF2C	11004	kinesin family member 2C	103.751838526438	2.795536117179117	0.2552969090409235	3.764756593297541e-29	1.2423696757881883e-26	upregulated
ENSG00000135451	ENSG00000135451	TROAP	10024	trophinin associated protein	60.43450136552118	3.3017823798497976	0.30201709714293506	4.6001594240789925e-29	1.4864265139055242e-26	upregulated
ENSG00000093009	ENSG00000093009	CDC45	8318	cell division cycle 45	106.90321465574732	2.9142240414150105	0.2673812126534295	6.833410371776949e-29	2.1629835686991932e-26	upregulated
ENSG00000183010	ENSG00000183010	PYCR1	5831	pyrroline-5-carboxylate reductase 1	81.73438152750525	3.0604972606881407	0.28158304929826705	9.377017220702311e-29	2.9087507418618567e-26	upregulated
ENSG00000072571	ENSG00000072571	HMMR	3161	hyaluronan mediated motility receptor	45.68268255126366	2.814452538247086	0.25874115353960997	9.610899871915643e-29	2.922844255164934e-26	upregulated
ENSG00000094804	ENSG00000094804	CDC6	990	cell division cycle 6	109.91580694447303	2.8250298685822046	0.26087524315816785	1.4170743114588523e-28	4.2266966482166917e-26	upregulated
ENSG00000237649	ENSG00000237649	KIFC1	3833	kinesin family member C1	75.56098845827783	2.591562521882121	0.23962489253095337	1.70107591801737e-28	4.978054243103662e-26	upregulated
ENSG00000129538	ENSG00000129538	RNASE1	6035	ribonuclease A family member 1, pancreatic	311.55495712288507	4.9613604302032055	0.45924500132087975	1.738864492050915e-28	4.994405235501795e-26	upregulated
ENSG00000099958	ENSG00000099958	DERL3	91319	derlin 3	138.17220429009305	2.6042851705552037	0.2413472076233556	2.1594627785886996e-28	6.089685035620133e-26	upregulated
ENSG00000211592	ENSG00000211592	IGKC	3514	immunoglobulin kappa constant	40854.46466097919	3.0238473710018328	0.2815143824235773	3.8991211138246043e-28	1.0722263152153936e-25	upregulated
ENSG00000176890	ENSG00000176890	TYMS	7298	thymidylate synthetase	70.93840637745431	2.8533706968378953	0.2657083783193152	3.940483556884425e-28	1.0722263152153936e-25	upregulated
ENSG00000211956	ENSG00000211956	IGHV4-34	28395	immunoglobulin heavy variable 4-34	3053.930230164491	4.1311233854071325	0.38545825641532544	4.282059878918691e-28	1.1450818745177396e-25	upregulated
ENSG00000085999	ENSG00000085999	RAD54L	8438	RAD54 like	36.80991141509388	2.7557555057268286	0.25672478114777825	4.498635744619475e-28	1.1826074643906452e-25	upregulated
ENSG00000071539	ENSG00000071539	TRIP13	9319	thyroid hormone receptor interactor 13	89.34052966135857	2.9459835671946952	0.2758022051988249	7.093304697947328e-28	1.8336192644193845e-25	upregulated
ENSG00000143603	ENSG00000143603	KCNN3	3782	potassium calcium-activated channel subfamily N member 3	72.15218550577049	3.840966984795551	0.36085694781200184	9.771070040010944e-28	2.4844146937798318e-25	upregulated
ENSG00000121152	ENSG00000121152	NCAPH	23397	non-SMC condensin I complex subunit H	114.27815270573169	1.9471283588616652	0.1854228518311376	5.669167113354128e-27	1.4182061601310084e-24	upregulated
ENSG00000111665	ENSG00000111665	CDCA3	83461	cell division cycle associated 3	67.03444341411435	2.309571632415088	0.22036507773897712	6.519839624291182e-27	1.5800423839493164e-24	upregulated
ENSG00000211679	ENSG00000211679	IGLC3	3539	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	6994.305814505784	3.499516509123214	0.33421781524108074	6.419054332981964e-27	1.5800423839493164e-24	upregulated
ENSG00000132465	ENSG00000132465	JCHAIN	3512	joining chain of multimeric IgA and IgM	7609.080862012545	3.442409640755586	0.33057678917594335	1.2114080056388567e-26	2.8906058719167183e-24	upregulated
ENSG00000007968	ENSG00000007968	E2F2	1870	E2F transcription factor 2	323.3712043572766	1.740799721365731	0.16796925717320968	2.4892615123336014e-26	5.849764553983963e-24	upregulated
ENSG00000164045	ENSG00000164045	CDC25A	993	cell division cycle 25A	32.43350563444533	2.9747769668910844	0.28832836088297376	3.988027917044425e-26	9.231987013934182e-24	upregulated
ENSG00000011426	ENSG00000011426	ANLN	54443	anillin, actin binding protein	50.583116254652424	2.7520984374599364	0.2680784276916528	5.618710936859395e-26	1.2815618622160181e-23	upregulated
ENSG00000111291	ENSG00000111291	GPRC5D	55507	G protein-coupled receptor class C group 5 member D	34.75019743681579	3.2829800590470692	0.32091269979005976	9.0275085464874e-26	2.029226921101733e-23	upregulated
ENSG00000161888	ENSG00000161888	SPC24	147841	SPC24 component of NDC80 kinetochore complex	40.31917251154613	2.8190513322002726	0.276210408020425	1.174863774967745e-25	2.6031624499642455e-23	upregulated
ENSG00000100526	ENSG00000100526	CDKN3	1033	cyclin dependent kinase inhibitor 3	84.84735283935534	2.6473629049133516	0.26105066689394923	2.16701638614488e-25	4.733862556212266e-23	upregulated
ENSG00000017483	ENSG00000017483	SLC38A5	92745	solute carrier family 38 member 5	561.74156520063	1.4995852294005738	0.14756216957741086	2.3117071810923553e-25	4.979802552603115e-23	upregulated
ENSG00000239264	ENSG00000239264	TXNDC5	81567	thioredoxin domain containing 5	245.47754854901467	2.483105643532165	0.24513671960986064	2.3963870569600043e-25	5.091501815541049e-23	upregulated
ENSG00000169607	ENSG00000169607	CKAP2L	150468	cytoskeleton associated protein 2 like	43.312778319531006	3.0681076490735366	0.30338737043308633	2.7846373398334697e-25	5.836449343353664e-23	upregulated
ENSG00000244437	ENSG00000244437	IGKV3-15	28913	immunoglobulin kappa variable 3-15	1774.0573737725426	3.173432306177746	0.3145136651931835	3.2773918985884257e-25	6.72234846592661e-23	upregulated
ENSG00000051180	ENSG00000051180	RAD51	5888	RAD51 recombinase	100.91005370714562	2.4142445475329133	0.23902791506544688	3.2939940903315427e-25	6.72234846592661e-23	upregulated
ENSG00000154839	ENSG00000154839	SKA1	220134	spindle and kinetochore associated complex subunit 1	50.58263721616055	2.904335700774256	0.28830952286725564	4.6286277744487075e-25	9.32337880281811e-23	upregulated
ENSG00000051341	ENSG00000051341	POLQ	10721	DNA polymerase theta	74.91838577680714	2.0836280094562367	0.20718252698295772	5.576346413841308e-25	1.1006726433740484e-22	upregulated
ENSG00000165480	ENSG00000165480	SKA3	221150	spindle and kinetochore associated complex subunit 3	56.82169169463023	3.147166473849268	0.31302072976105183	5.6062629804351915e-25	1.1006726433740484e-22	upregulated
ENSG00000223350	ENSG00000223350	IGLV9-49	28773	immunoglobulin lambda variable 9-49	252.1428875975494	4.16359568532477	0.4151352445295962	6.181327168041419e-25	1.1984048047040302e-22	upregulated
ENSG00000138160	ENSG00000138160	KIF11	3832	kinesin family member 11	180.53158350922536	2.2038517759625464	0.21975339361822815	7.100412130679196e-25	1.3595974339115348e-22	upregulated
ENSG00000211666	ENSG00000211666	IGLV2-14	28815	immunoglobulin lambda variable 2-14	2540.381687417528	3.165267625501096	0.3166775000087243	9.793273838318232e-25	1.8523619174672658e-22	upregulated
ENSG00000211659	ENSG00000211659	IGLV3-25	28793	immunoglobulin lambda variable 3-25	3143.1234897810946	4.330740476513605	0.4351190647053648	1.2837655078261658e-24	2.398940123660703e-22	upregulated
ENSG00000171320	ENSG00000171320	ESCO2	157570	establishment of sister chromatid cohesion N-acetyltransferase 2	35.18310943724585	2.505245912621133	0.2512949334068832	1.4748168056011808e-24	2.7231438874850373e-22	upregulated
ENSG00000165304	ENSG00000165304	MELK	9833	maternal embryonic leucine zipper kinase	61.37776847464281	2.991657938243917	0.30083965814558344	1.5033399731883791e-24	2.7431532922531476e-22	upregulated
ENSG00000048462	ENSG00000048462	TNFRSF17	608	TNF receptor superfamily member 17	257.45239555251624	3.2547953331703843	0.32886778196883165	2.373035341035791e-24	4.279741644123851e-22	upregulated
ENSG00000163808	ENSG00000163808	KIF15	56992	kinesin family member 15	83.831066280453	2.310600882382641	0.2337632270635668	2.9881675969128868e-24	5.327181543461941e-22	upregulated
ENSG00000134057	ENSG00000134057	CCNB1	891	cyclin B1	178.4098516410449	2.177098680345583	0.22041350977944907	3.2171127259066476e-24	5.670161179410465e-22	upregulated
ENSG00000137563	ENSG00000137563	GGH	8836	gamma-glutamyl hydrolase	144.80569858945614	2.3045257634070877	0.23425779309246328	4.735967238556367e-24	8.253354142697672e-22	upregulated
ENSG00000147649	ENSG00000147649	MTDH	92140	metadherin	2696.9240906254217	0.49213760997976186	0.04923023464328265	5.6825016550335756e-24	9.792844518841195e-22	not_significant
ENSG00000178445	ENSG00000178445	GLDC	2731	glycine decarboxylase	148.28749302199705	3.7084209225328264	0.3782624577114256	6.0874218999231414e-24	1.037537512833054e-21	upregulated
ENSG00000164087	ENSG00000164087	POC1A	25886	POC1 centriolar protein A	91.96757849586233	1.5755206771899362	0.16072190852747598	8.278133108636577e-24	1.3955852664668835e-21	upregulated
ENSG00000165409	ENSG00000165409	TSHR	7253	thyroid stimulating hormone receptor	26.842369764406495	2.33920031241754	0.238886052583603	8.408981488331047e-24	1.4024011062797266e-21	upregulated
ENSG00000211598	ENSG00000211598	IGKV4-1	28908	immunoglobulin kappa variable 4-1	3562.151074273939	2.994666161123103	0.3084783366546681	1.4072943303427828e-23	2.3220356450655915e-21	upregulated
ENSG00000211955	ENSG00000211955	IGHV3-33	28434	immunoglobulin heavy variable 3-33	1179.8446239916611	3.329403559413705	0.34348336456251305	1.695048650972188e-23	2.76738995542933e-21	upregulated
ENSG00000143228	ENSG00000143228	NUF2	83540	NUF2 component of NDC80 kinetochore complex	54.76412968793625	2.0257444926066213	0.20867128875387117	1.8721345724089454e-23	3.024667418548202e-21	upregulated
ENSG00000118193	ENSG00000118193	KIF14	9928	kinesin family member 14	35.6968449477016	2.505478510301428	0.2603106655110368	4.2701816714129637e-23	6.827888425114956e-21	upregulated
ENSG00000240382	ENSG00000240382	IGKV1-17	28937	immunoglobulin kappa variable 1-17	167.7286122645576	3.9617504248535744	0.2988429619257462	5.507707879914729e-23	8.716790736477292e-21	upregulated
ENSG00000154277	ENSG00000154277	UCHL1	7345	ubiquitin C-terminal hydrolase L1	30.14058431956265	5.04291328403567	0.5264139881344012	6.915233222222638e-23	1.0833865381482131e-20	upregulated
ENSG00000211660	ENSG00000211660	IGLV2-23	28813	immunoglobulin lambda variable 2-23	1418.0705481417735	3.556340202809646	0.3740090353169352	1.0463806015065904e-22	1.6229363129367214e-20	upregulated
ENSG00000125995	ENSG00000125995	ROMO1	140823	reactive oxygen species modulator 1	890.3663482825514	0.723372213369531	0.07506339272960011	1.0822710692453922e-22	1.661982602375845e-20	not_significant
ENSG00000123131	ENSG00000123131	PRDX4	10549	peroxiredoxin 4	546.3180880668883	1.086462102130532	0.11347839581057292	1.098152284688632e-22	1.6698374446588902e-20	upregulated
ENSG00000117724	ENSG00000117724	CENPF	1063	centromere protein F	138.73306939971292	2.048746208439954	0.215840394031147	1.4074674132817925e-22	2.119399959223359e-20	upregulated
ENSG00000211947	ENSG00000211947	IGHV3-21	28444	immunoglobulin heavy variable 3-21	1430.4747871258678	2.974344314167346	0.31452505506747375	1.7377971132910137e-22	2.5916570410715023e-20	upregulated
ENSG00000211966	ENSG00000211966	IGHV5-51	28388	immunoglobulin heavy variable 5-51	918.0752851994	2.91090626747762	0.30813338346005426	1.9042109848066945e-22	2.809391838692836e-20	upregulated
ENSG00000166803	ENSG00000166803	PCLAF	9768	PCNA clamp associated factor	27.944136734952885	3.0298257920946425	0.32019074233485684	1.9200227911118028e-22	2.809391838692836e-20	upregulated
ENSG00000241351	ENSG00000241351	IGKV3-11	28914	immunoglobulin kappa variable 3-11	1905.791606375088	2.7311817054892624	0.2894759360425911	2.3817803956799904e-22	3.452468592242678e-20	upregulated
ENSG00000211949	ENSG00000211949	IGHV3-23	28442	immunoglobulin heavy variable 3-23	3294.002434188882	3.075880405130643	0.33063723255007943	7.268539889554078e-22	1.0438430896942943e-19	upregulated
ENSG00000139734	ENSG00000139734	DIAPH3	81624	diaphanous related formin 3	24.69431771652841	3.026985208285358	0.32536854502010576	8.243746588299699e-22	1.1730321980231956e-19	upregulated
ENSG00000035499	ENSG00000035499	DEPDC1B	55789	DEP domain containing 1B	49.19807944521929	2.725001068448423	0.29390190941494654	1.1330780956553296e-21	1.5976401148740151e-19	upregulated
ENSG00000174371	ENSG00000174371	EXO1	9156	exonuclease 1	53.684453675379494	2.5616960842699363	0.2765126296839856	1.1836021588224418e-21	1.6538440975978445e-19	upregulated
ENSG00000243466	ENSG00000243466	IGKV1-5	28299	immunoglobulin kappa variable 1-5	2845.9874788599564	3.1460522246706684	0.3414177127153338	1.6483331467773536e-21	2.2826470630818533e-19	upregulated
ENSG00000115884	ENSG00000115884	SDC1	6382	syndecan 1	88.18817265878245	4.950803543651258	0.5373243095679453	1.6877887516562866e-21	2.3166020830255763e-19	upregulated
ENSG00000134690	ENSG00000134690	CDCA8	55143	cell division cycle associated 8	114.65105285216522	1.7750691188971677	0.19234412860519937	1.9182112417069775e-21	2.6097768735855456e-19	upregulated
ENSG00000117650	ENSG00000117650	NEK2	4751	NIMA related kinase 2	33.3886204504948	2.699380897987512	0.29375419397489977	2.4082918802839068e-21	3.2480527881046433e-19	upregulated
ENSG00000073111	ENSG00000073111	MCM2	4171	minichromosome maintenance complex component 2	469.9953953387926	1.6716750136320413	0.18283007733947615	4.2681540449113925e-21	5.706816313497903e-19	upregulated
ENSG00000211673	ENSG00000211673	ENSG00000211673	NA	NA	1407.931541498363	3.6120834353754026	0.399290142039245	7.5204311029622185e-21	9.969392000593506e-19	upregulated
ENSG00000162062	ENSG00000162062	TEDC2	80178	tubulin epsilon and delta complex 2	32.65662464075708	2.2631106026131356	0.24987042639702167	9.039636131277807e-21	1.188175901662024e-18	upregulated
ENSG00000097021	ENSG00000097021	ACOT7	11332	acyl-CoA thioesterase 7	264.7138160537057	1.5061444926683674	0.16612018574363857	9.338232299127431e-21	1.2171091004997179e-18	upregulated
ENSG00000140534	ENSG00000140534	TICRR	90381	TOPBP1 interacting checkpoint and replication regulator	19.051710612956924	2.451917020725938	0.270656236978477	9.437834619358848e-21	1.2198401245521309e-18	upregulated
ENSG00000112742	ENSG00000112742	TTK	7272	TTK protein kinase	43.40341829234446	2.3909555277656125	0.26498911647951484	1.1205725692125672e-20	1.436370293263382e-18	upregulated
ENSG00000170312	ENSG00000170312	CDK1	983	cyclin dependent kinase 1	123.75180001920046	2.599337259052754	0.2890834383169952	1.3793975419603438e-20	1.753643924246306e-18	upregulated
ENSG00000211632	ENSG00000211632	IGKV3D-11	28876	immunoglobulin kappa variable 3D-11	62.84343321634492	2.9413920402107383	0.3276739211041606	1.552721618686321e-20	1.957944089904458e-18	upregulated
ENSG00000211658	ENSG00000211658	IGLV3-27	28791	immunoglobulin lambda variable 3-27	245.55267525773792	4.5264573210537025	0.50650917918567	1.957383207634253e-20	2.448307544387682e-18	upregulated
ENSG00000124575	ENSG00000124575	H1-3	3007	H1.3 linker histone, cluster member	446.47994807713224	1.3735742525598753	0.15285516563784918	2.0991506432402147e-20	2.593574592604836e-18	upregulated
ENSG00000211637	ENSG00000211637	IGLV4-69	28784	immunoglobulin lambda variable 4-69	913.44905987375	3.5092405301626304	0.3927091171548144	2.1069658199110854e-20	2.593574592604836e-18	upregulated
ENSG00000211599	ENSG00000211599	IGKV5-2	28907	immunoglobulin kappa variable 5-2	30.972177657896147	3.2441545986002995	0.36321454251970337	2.3979457556315494e-20	2.928514855893333e-18	upregulated
ENSG00000085840	ENSG00000085840	ORC1	4998	origin recognition complex subunit 1	76.96412336672867	2.4449163695382636	0.27585877909727197	4.3377219235968195e-20	5.256098987108335e-18	upregulated
ENSG00000211653	ENSG00000211653	IGLV1-40	28825	immunoglobulin lambda variable 1-40	2145.285774261275	2.9409015144057107	0.33238922299491264	5.400181856718711e-20	6.492776790519938e-18	upregulated
ENSG00000211668	ENSG00000211668	IGLV2-11	28816	immunoglobulin lambda variable 2-11	991.7712068994998	3.4956973408469008	0.3967805075651129	6.554527075204281e-20	7.820054995109108e-18	upregulated
ENSG00000108641	ENSG00000108641	B9D1	27077	B9 domain containing 1	33.124436636934654	1.541490684159279	0.17478750092961637	8.061386526348244e-20	9.472129168459187e-18	upregulated
ENSG00000101412	ENSG00000101412	E2F1	1869	E2F transcription factor 1	293.89434523643354	2.591029864670946	0.2944958853582642	8.038014249500708e-20	9.472129168459187e-18	upregulated
ENSG00000123080	ENSG00000123080	CDKN2C	1031	cyclin dependent kinase inhibitor 2C	126.8689851156034	1.1415437979213767	0.12892928659950376	8.658169951063551e-20	1.0096858341428244e-17	upregulated
ENSG00000211946	ENSG00000211946	IGHV3-20	28445	immunoglobulin heavy variable 3-20	1262.6883591331327	4.6555261333758065	0.5314816738955418	9.726958211429949e-20	1.1258591183528242e-17	upregulated
ENSG00000180596	ENSG00000180596	H2BC4	8347	H2B clustered histone 4	133.6517051815895	1.9475745078601476	0.22225724513908857	1.19099377253735e-19	1.3683195120040219e-17	upregulated
ENSG00000239672	ENSG00000239672	NME1	4830	NME/NM23 nucleoside diphosphate kinase 1	212.9693766095168	1.1449034545189454	0.13043716558224508	1.6900048503236756e-19	1.9273511197441328e-17	upregulated
ENSG00000211649	ENSG00000211649	IGLV7-46	28775	immunoglobulin lambda variable 7-46	335.46264143399986	3.6656383771500702	0.4220195850954178	1.9042951493074968e-19	2.155884508449582e-17	upregulated
ENSG00000211677	ENSG00000211677	IGLC2	3538	immunoglobulin lambda constant 2	14056.177692401485	3.426002510141852	0.3936548629345483	1.9306246072798181e-19	2.1698541781818823e-17	upregulated
ENSG00000101187	ENSG00000101187	SLCO4A1	28231	solute carrier organic anion transporter family member 4A1	113.85896383269515	2.609988248054358	0.30055819572762793	2.1171417094518056e-19	2.36236459810054e-17	upregulated
ENSG00000211644	ENSG00000211644	IGLV1-51	28820	immunoglobulin lambda variable 1-51	126.59067703922516	4.539252042796531	0.3870214233986768	2.1552554089192284e-19	2.3877150994526595e-17	upregulated
ENSG00000211941	ENSG00000211941	IGHV3-11	28450	immunoglobulin heavy variable 3-11	599.8518311084075	2.9551788302450666	0.34114417874491665	2.4413531836653347e-19	2.6854885020318678e-17	upregulated
ENSG00000129195	ENSG00000129195	PIMREG	54478	PICALM interacting mitotic regulator	20.15274067046491	2.4643323799278947	0.2871163935859902	6.3199243284079675e-19	6.90295960095828e-17	upregulated
ENSG00000077152	ENSG00000077152	UBE2T	29089	ubiquitin conjugating enzyme E2 T	79.71159495741517	1.4826307846207645	0.17248148994162546	6.572927056241336e-19	7.129097807154065e-17	upregulated
ENSG00000259772	ENSG00000259772	LINC03034	283710	long intergenic non-protein coding RNA 3034	49.8987303198044	2.138278734626275	0.24966219398853437	6.823228870001331e-19	7.349186095397267e-17	upregulated
ENSG00000159189	ENSG00000159189	C1QC	714	complement C1q C chain	115.18468230527624	3.4041802376835593	0.39896822220601297	7.535681544315927e-19	8.060580741540692e-17	upregulated
ENSG00000211897	ENSG00000211897	IGHG3	3502	immunoglobulin heavy constant gamma 3 (G3m marker)	7813.883425072524	4.027758440631779	0.4723762659635824	7.836421421440066e-19	8.28844708131185e-17	upregulated
